# x rho u P T
2.5563909774e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.5814536341e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.6065162907e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.6315789474e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.6566416040e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.6817042607e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.7067669173e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.7318295739e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.7568922306e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.7819548872e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.8070175439e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.8320802005e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.8571428571e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.8822055138e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.9072681704e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.9323308271e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.9573934837e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
2.9824561404e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.0075187970e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.0325814536e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.0576441103e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.0827067669e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.1077694236e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.1328320802e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.1578947368e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.1829573935e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.2080200501e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.2330827068e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.2581453634e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.2832080201e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.3082706767e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.3333333333e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.3583959900e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.3834586466e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.4085213033e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.4335839599e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.4586466165e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.4837092732e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.5087719298e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.5338345865e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.5588972431e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.5839598997e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.6090225564e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.6340852130e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.6591478697e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.6842105263e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.7092731830e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.7343358396e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.7593984962e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.7844611529e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.8095238095e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.8345864662e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.8596491228e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.8847117794e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.9097744361e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.9348370927e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.9598997494e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
3.9849624060e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.0100250627e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.0350877193e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.0601503759e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.0852130326e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.1102756892e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.1353383459e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.1604010025e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.1854636591e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.2105263158e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.2355889724e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.2606516291e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.2857142857e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.3107769424e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.3358395990e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.3609022556e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.3859649123e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.4110275689e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.4360902256e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.4611528822e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.4862155388e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.5112781955e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.5363408521e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.5614035088e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.5864661654e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.6115288221e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.6365914787e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.6616541353e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.6867167920e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.7117794486e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.7368421053e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.7619047619e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.7869674185e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.8120300752e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.8370927318e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.8621553885e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.8872180451e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.9122807018e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.9373433584e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.9624060150e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
4.9874686717e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
5.0125313283e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
5.0375939850e-01 9.7820287590e+02 7.5670979135e+00 5.1836453258e+06 2.6690931347e+02
5.0626566416e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.0877192982e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.1127819549e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.1378446115e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.1629072682e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.1879699248e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.2130325815e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.2380952381e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.2631578947e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.2882205514e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.3132832080e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.3383458647e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.3634085213e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.3884711779e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.4135338346e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.4385964912e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.4636591479e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.4887218045e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.5137844612e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.5388471178e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.5639097744e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.5889724311e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.6140350877e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.6390977444e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.6641604010e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.6892230576e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.7142857143e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.7393483709e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.7644110276e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.7894736842e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.8145363409e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.8395989975e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.8646616541e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.8897243108e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.9147869674e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.9398496241e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.9649122807e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
5.9899749373e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.0150375940e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.0401002506e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.0651629073e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.0902255639e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.1152882206e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.1403508772e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.1654135338e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.1904761905e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.2155388471e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.2406015038e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.2656641604e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.2907268170e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.3157894737e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.3408521303e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.3659147870e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.3909774436e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.4160401003e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.4411027569e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.4661654135e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.4912280702e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.5162907268e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.5413533835e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.5664160401e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.5914786967e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.6165413534e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.6416040100e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.6666666667e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.6917293233e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.7167919799e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.7418546366e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.7669172932e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.7919799499e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.8170426065e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.8421052632e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.8671679198e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.8922305764e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.9172932331e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.9423558897e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
6.9674185464e-01 9.2195425799e+01 7.5670979135e+00 5.1836451765e+06 3.5298846993e+02
