# x rho u P T
2.5531914894e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.5657071339e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.5782227785e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.5907384230e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6032540676e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6157697121e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6282853567e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6408010013e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6533166458e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6658322904e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6783479349e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.6908635795e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7033792240e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7158948686e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7284105131e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7409261577e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7534418023e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7659574468e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7784730914e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.7909887359e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8035043805e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8160200250e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8285356696e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8410513141e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8535669587e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8660826033e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8785982478e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.8911138924e-01 5.8687102456e+02 1.7512692387e+01 6.7663757322e+06 3.0017604457e+02
2.9036295369e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
2.9161451815e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
2.9286608260e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
2.9411764706e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
2.9536921151e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
2.9662077597e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
2.9787234043e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
2.9912390488e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0037546934e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0162703379e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0287859825e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0413016270e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0538172716e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0663329161e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0788485607e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.0913642053e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.1038798498e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.1163954944e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.1289111389e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.1414267835e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.1539424280e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.1664580726e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
