# x rho u P T
6.9924812030e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.0175438596e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.0426065163e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.0676691729e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.0927318296e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.1177944862e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.1428571429e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.1679197995e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.1929824561e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.2180451128e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.2431077694e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.2681704261e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.2932330827e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.3182957393e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.3433583960e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.3684210526e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.3934837093e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.4185463659e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.4436090226e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.4686716792e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.4937343358e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.5187969925e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.5438596491e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.5689223058e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.5939849624e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.6190476190e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.6441102757e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.6691729323e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.6942355890e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.7192982456e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.7443609023e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.7694235589e-01 1.6922134619e+01 1.5485142948e+02 1.0241844849e+06 3.3235742381e+02
7.7944862155e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.8195488722e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.8446115288e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.8696741855e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.8947368421e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.9197994987e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.9448621554e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.9699248120e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
7.9949874687e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.0200501253e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.0451127820e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.0701754386e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.0952380952e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.1203007519e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.1453634085e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.1704260652e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.1954887218e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.2205513784e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.2456140351e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.2706766917e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.2957393484e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.3208020050e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.3458646617e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.3709273183e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.3959899749e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.4210526316e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.4461152882e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.4711779449e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.4962406015e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.5213032581e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.5463659148e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.5714285714e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.5964912281e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.6215538847e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.6466165414e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.6716791980e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.6967418546e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.7218045113e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.7468671679e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.7719298246e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.7969924812e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.8220551378e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.8471177945e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.8721804511e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.8972431078e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.9223057644e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.9473684211e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.9724310777e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
8.9974937343e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.0225563910e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.0476190476e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.0726817043e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.0977443609e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.1228070175e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.1478696742e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.1729323308e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.1979949875e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.2230576441e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.2481203008e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.2731829574e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.2982456140e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.3233082707e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.3483709273e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.3734335840e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.3984962406e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.4235588972e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.4486215539e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.4736842105e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.4987468672e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.5238095238e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.5488721805e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.5739348371e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.5989974937e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.6240601504e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.6491228070e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.6741854637e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.6992481203e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.7243107769e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.7493734336e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.7744360902e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.7994987469e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.8245614035e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.8496240602e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.8746867168e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.8997493734e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.9248120301e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.9498746867e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
9.9749373434e-01 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
1.0000000000e+00 9.7572142180e+00 0.0000000000e+00 5.0000000000e+05 2.8000000000e+02
