panel,curve,x_m,value
P,theta=0.1 s,5.8625,45.2382
P,theta=0.1 s,5.8750,45.2122
P,theta=0.1 s,5.8875,45.2122
P,theta=0.1 s,5.9000,45.2122
P,theta=0.1 s,5.9125,45.2122
P,theta=0.1 s,5.9250,45.1862
P,theta=0.1 s,5.9375,45.1862
P,theta=0.1 s,5.9500,45.1862
P,theta=0.1 s,5.9625,45.1862
P,theta=0.1 s,5.9750,45.1602
P,theta=0.1 s,5.9875,45.1602
P,theta=0.1 s,6.0000,45.1602
P,theta=0.1 s,6.0125,45.1342
P,theta=0.1 s,6.0250,45.1342
P,theta=0.1 s,6.0375,45.1342
P,theta=0.1 s,6.0500,45.1342
P,theta=0.1 s,6.1875,45.0562
P,theta=0.1 s,6.2000,45.0302
P,theta=0.1 s,6.2125,45.0302
P,theta=0.1 s,6.2250,45.0302
P,theta=0.1 s,6.2375,45.0302
P,theta=0.1 s,6.2500,45.0042
P,theta=0.1 s,6.2625,45.0042
P,theta=0.1 s,6.2750,45.0042
P,theta=0.1 s,6.2875,44.9782
P,theta=0.1 s,6.3000,44.9782
P,theta=0.1 s,6.3125,44.9782
P,theta=0.1 s,6.3250,44.9782
P,theta=0.1 s,6.3375,44.9782
P,theta=0.1 s,6.3500,44.9522
P,theta=0.1 s,6.3625,44.9522
P,theta=0.1 s,6.3750,44.9522
P,theta=0.1 s,6.3875,44.9261
P,theta=0.1 s,6.4000,44.9261
P,theta=0.1 s,6.4125,44.9261
P,theta=0.1 s,6.4250,44.9261
P,theta=0.1 s,6.4375,44.9261
P,theta=0.1 s,6.4500,44.9001
P,theta=0.1 s,6.4625,44.9001
P,theta=0.1 s,6.4750,44.9001
P,theta=0.1 s,6.4875,44.8741
P,theta=0.1 s,6.5000,44.8741
P,theta=0.1 s,6.5125,44.8741
P,theta=0.1 s,6.6500,44.7961
P,theta=0.1 s,6.6625,44.7961
P,theta=0.1 s,6.6750,44.7961
P,theta=0.1 s,6.6875,44.7701
P,theta=0.1 s,6.7000,44.7701
P,theta=0.1 s,6.7125,44.7701
P,theta=0.1 s,6.7250,44.7701
P,theta=0.1 s,6.7375,44.7701
P,theta=0.1 s,6.7500,44.7441
P,theta=0.1 s,6.7625,44.7441
P,theta=0.1 s,6.7750,44.7441
P,theta=0.1 s,6.7875,44.7441
P,theta=0.1 s,6.8000,44.7181
P,theta=0.1 s,6.8125,44.7181
P,theta=0.1 s,6.8250,44.7181
P,theta=0.1 s,6.8375,44.7181
P,theta=0.1 s,6.8500,44.7181
P,theta=0.1 s,6.8625,44.6921
P,theta=0.1 s,6.8750,44.6921
P,theta=0.1 s,6.8875,44.6921
P,theta=0.1 s,6.9000,44.6921
P,theta=0.1 s,6.9125,44.6661
P,theta=0.1 s,6.9250,44.6661
P,theta=0.1 s,6.9375,44.6661
P,theta=0.1 s,6.9500,44.6661
P,theta=0.1 s,6.9625,44.6661
P,theta=0.1 s,6.9750,44.6661
P,theta=0.1 s,6.9875,44.6661
P,theta=0.1 s,7.1125,44.5881
P,theta=0.1 s,7.1250,44.5881
P,theta=0.1 s,7.1375,44.5881
P,theta=0.1 s,7.1500,44.5881
P,theta=0.1 s,7.1625,44.5621
P,theta=0.1 s,7.1750,44.5621
P,theta=0.1 s,7.1875,44.5621
P,theta=0.1 s,7.2000,44.5621
P,theta=0.1 s,7.2125,44.5621
P,theta=0.1 s,7.2250,44.5621
P,theta=0.1 s,7.2375,44.5361
P,theta=0.1 s,7.2500,44.5361
P,theta=0.1 s,7.2625,44.5361
P,theta=0.1 s,7.2750,44.5361
P,theta=0.1 s,7.2875,44.5101
P,theta=0.1 s,7.3000,44.5101
P,theta=0.1 s,7.3125,44.5101
P,theta=0.1 s,7.3250,44.5101
P,theta=0.1 s,7.3375,44.5101
P,theta=0.1 s,7.3500,44.5101
P,theta=0.1 s,7.3625,44.4841
P,theta=0.1 s,7.3750,44.4841
P,theta=0.1 s,7.3875,44.4841
P,theta=0.1 s,7.4000,44.4841
P,theta=0.1 s,7.4125,44.4581
P,theta=0.1 s,7.4250,44.4581
P,theta=0.1 s,7.4375,44.4581
P,theta=0.1 s,7.4500,44.4581
P,theta=0.1 s,7.5875,44.4061
P,theta=0.1 s,7.6000,44.3801
P,theta=0.1 s,7.6125,44.3801
P,theta=0.1 s,7.6250,44.3801
P,theta=0.1 s,7.6375,44.3801
P,theta=0.1 s,7.6500,44.3541
P,theta=0.1 s,7.6625,44.3541
P,theta=0.1 s,7.6750,44.3541
P,theta=0.1 s,7.6875,44.3541
P,theta=0.1 s,7.7000,44.3541
P,theta=0.1 s,7.7125,44.3541
P,theta=0.1 s,7.7250,44.3281
P,theta=0.1 s,7.7375,44.3281
P,theta=0.1 s,7.7500,44.3281
P,theta=0.1 s,7.7625,44.3281
P,theta=0.1 s,7.7750,44.3021
P,theta=0.1 s,7.7875,44.3021
P,theta=0.1 s,7.8000,44.3021
P,theta=0.1 s,7.8125,44.3021
P,theta=0.1 s,7.8250,44.3021
P,theta=0.1 s,7.8375,44.2761
P,theta=0.1 s,7.8500,44.2761
P,theta=0.1 s,7.8625,44.2761
P,theta=0.1 s,7.8750,44.2761
P,theta=0.1 s,7.8875,44.2761
P,theta=0.1 s,7.9000,44.2501
P,theta=0.1 s,7.9125,44.2501
P,theta=0.1 s,8.0500,44.1980
P,theta=0.1 s,8.0625,44.1980
P,theta=0.1 s,8.0750,44.1720
P,theta=0.1 s,8.0875,44.1720
P,theta=0.1 s,8.1000,44.1720
P,theta=0.1 s,8.1125,44.1720
P,theta=0.1 s,8.1250,44.1720
P,theta=0.1 s,8.1375,44.1460
P,theta=0.1 s,8.1500,44.1460
P,theta=0.1 s,8.1625,44.1460
P,theta=0.1 s,8.1750,44.1460
P,theta=0.1 s,8.1875,44.1460
P,theta=0.1 s,8.2000,44.1200
P,theta=0.1 s,8.2125,44.1200
P,theta=0.1 s,8.2250,44.1200
P,theta=0.1 s,8.2375,44.1200
P,theta=0.1 s,8.2500,44.0940
P,theta=0.1 s,8.2625,44.0940
P,theta=0.1 s,8.2750,44.0940
P,theta=0.1 s,8.2875,44.0940
P,theta=0.1 s,8.3000,44.0940
P,theta=0.1 s,8.3125,44.0940
P,theta=0.1 s,8.3250,44.0680
P,theta=0.1 s,8.3375,44.0680
P,theta=0.1 s,8.3500,44.0680
P,theta=0.1 s,8.3625,44.0680
P,theta=0.1 s,8.3750,44.0420
P,theta=0.1 s,8.3875,44.0420
P,theta=0.1 s,8.5250,43.9900
P,theta=0.1 s,8.5375,43.9900
P,theta=0.1 s,8.5500,43.9900
P,theta=0.1 s,8.5625,43.9900
P,theta=0.1 s,8.5750,43.9640
P,theta=0.1 s,8.5875,43.9640
P,theta=0.1 s,8.6000,43.9640
P,theta=0.1 s,8.6125,43.9380
P,theta=0.1 s,8.6250,43.9380
P,theta=0.1 s,8.6375,43.9380
P,theta=0.1 s,8.6500,43.9380
P,theta=0.1 s,8.6625,43.9380
P,theta=0.1 s,8.6750,43.9380
P,theta=0.1 s,8.6875,43.9380
P,theta=0.1 s,8.7000,43.9380
P,theta=0.1 s,8.7125,43.9120
P,theta=0.1 s,8.7250,43.9120
P,theta=0.1 s,8.7375,43.9380
P,theta=0.1 s,8.7625,43.8860
P,theta=0.1 s,8.7750,43.8860
P,theta=0.1 s,8.7875,43.8860
P,theta=0.1 s,8.8000,43.8860
P,theta=0.1 s,8.8125,43.8860
P,theta=0.1 s,8.8250,43.8600
P,theta=0.1 s,8.8375,43.7820
P,theta=0.1 s,8.8500,43.8340
P,theta=0.1 s,8.9125,43.1839
P,theta=0.1 s,8.9250,43.0539
P,theta=0.1 s,8.9375,42.6638
P,theta=0.1 s,8.9500,42.1958
P,theta=0.1 s,8.9625,41.9357
P,theta=0.1 s,8.9750,40.7656
P,theta=0.1 s,8.9875,40.4535
P,theta=0.1 s,9.0000,39.0493
P,theta=0.1 s,9.0125,38.5292
P,theta=0.1 s,9.0250,37.3071
P,theta=0.1 s,9.0375,36.6050
P,theta=0.1 s,9.0500,36.1889
P,theta=0.1 s,9.0750,35.3048
P,theta=0.1 s,9.0875,35.1227
P,theta=0.1 s,9.1000,34.8627
P,theta=0.1 s,9.1125,34.8627
P,theta=0.1 s,9.1500,34.7067
P,theta=0.1 s,9.1625,34.7327
P,theta=0.1 s,9.2000,34.6807
P,theta=0.1 s,9.2125,34.6547
P,theta=0.1 s,9.2625,34.6547
P,theta=0.1 s,9.2750,34.6807
P,theta=0.1 s,9.4000,34.7327
P,theta=0.1 s,9.4375,34.6547
P,theta=0.1 s,9.4500,34.6547
P,theta=0.1 s,9.4875,34.7327
P,theta=0.1 s,9.5000,34.6807
P,theta=0.1 s,9.5125,34.6547
P,theta=0.1 s,9.5625,34.6547
P,theta=0.1 s,9.5750,34.7327
P,theta=0.1 s,9.6125,34.6547
P,theta=0.1 s,9.6250,34.6807
P,theta=0.1 s,9.6750,34.6547
P,theta=0.1 s,9.6875,34.6547
P,theta=0.1 s,9.7250,34.7327
P,theta=0.1 s,9.7375,34.6547
P,theta=0.1 s,9.8125,34.7327
P,theta=0.1 s,9.9000,34.7327
P,theta=0.1 s,9.9125,34.6807
P,theta=0.1 s,9.9250,34.6547
P,theta=0.1 s,9.9750,34.6807
P,theta=0.1 s,9.9875,34.7327
P,theta=0.1 s,10.0250,34.6547
P,theta=0.1 s,10.0375,34.6547
P,theta=0.1 s,10.0875,34.6547
P,theta=0.1 s,10.1000,34.6547
P,theta=0.1 s,10.1375,34.7327
P,theta=0.1 s,10.1500,34.6547
P,theta=0.1 s,10.1625,34.6547
P,theta=0.1 s,10.2000,34.6547
P,theta=0.1 s,10.2125,34.6547
P,theta=0.1 s,10.2250,34.7327
P,theta=0.1 s,10.3375,34.6807
P,theta=0.1 s,10.3875,34.6807
P,theta=0.1 s,10.4375,34.6547
P,theta=0.1 s,10.4500,34.6807
P,theta=0.1 s,10.5000,34.6547
P,theta=0.1 s,10.5125,34.6547
P,theta=0.1 s,10.5500,34.7327
P,theta=0.1 s,10.5625,34.6807
P,theta=0.1 s,10.5750,34.6547
P,theta=0.1 s,10.6125,34.6547
P,theta=0.1 s,10.6250,34.6547
P,theta=0.1 s,10.6375,34.7327
P,theta=0.1 s,10.6750,34.6547
P,theta=0.1 s,10.8500,34.6547
P,theta=0.1 s,10.8625,34.6807
P,theta=0.1 s,10.9125,34.6547
P,theta=0.1 s,10.9250,34.6547
P,theta=0.1 s,10.9625,34.7327
P,theta=0.1 s,10.9750,34.6547
P,theta=0.1 s,10.9875,34.6547
P,theta=0.1 s,11.0375,34.6807
P,theta=0.1 s,11.0500,34.7327
P,theta=0.1 s,11.0875,34.6547
P,theta=0.1 s,11.1000,34.6547
P,theta=0.1 s,11.1500,34.6547
P,theta=0.1 s,11.3250,34.6547
P,theta=0.1 s,11.3375,34.6547
P,theta=0.1 s,11.3750,34.7327
P,theta=0.1 s,11.3875,34.6807
P,theta=0.1 s,11.4000,34.6547
P,theta=0.1 s,11.4500,34.6807
P,theta=0.1 s,11.4625,34.7327
P,theta=0.1 s,11.5000,34.6547
P,theta=0.1 s,11.5125,34.6807
P,theta=0.1 s,11.5625,34.6547
P,theta=0.1 s,11.5750,34.6547
P,theta=0.1 s,11.6125,34.7327
P,theta=0.1 s,11.6250,34.6547
P,theta=0.1 s,11.7500,34.6547
P,theta=0.1 s,11.7875,34.7327
P,theta=0.1 s,11.8000,34.6807
P,theta=0.1 s,11.8125,34.6547
P,theta=0.1 s,11.8625,34.6807
P,theta=0.1 s,11.8750,34.7327
P,theta=1 s,0.3625,64.3509
P,theta=1 s,0.4125,64.3509
P,theta=1 s,0.4250,64.3509
P,theta=1 s,0.4750,64.3509
P,theta=1 s,0.4875,64.3509
P,theta=1 s,0.5250,64.3509
P,theta=1 s,0.5375,64.3509
P,theta=1 s,0.5500,64.3509
P,theta=1 s,0.5750,64.3509
P,theta=1 s,0.5875,64.3509
P,theta=1 s,0.6000,64.3509
P,theta=1 s,0.6125,64.3509
P,theta=1 s,0.6375,64.3509
P,theta=1 s,0.6500,64.3509
P,theta=1 s,0.6625,64.3509
P,theta=1 s,0.6750,64.3509
P,theta=1 s,0.7000,64.3509
P,theta=1 s,0.7125,64.3770
P,theta=1 s,0.7250,64.3770
P,theta=1 s,0.7625,64.3770
P,theta=1 s,0.7750,64.3770
P,theta=1 s,0.7875,64.3509
P,theta=1 s,0.8125,64.3509
P,theta=1 s,0.8250,64.3770
P,theta=1 s,0.8375,64.3509
P,theta=1 s,0.8875,64.3509
P,theta=1 s,0.9000,64.3509
P,theta=1 s,0.9375,64.3509
P,theta=1 s,0.9500,64.3509
P,theta=1 s,0.9625,64.3509
P,theta=1 s,0.9875,64.3509
P,theta=1 s,1.0000,64.3509
P,theta=1 s,1.0125,64.3509
P,theta=1 s,1.0250,64.3509
P,theta=1 s,1.0500,64.3509
P,theta=1 s,1.0625,64.3509
P,theta=1 s,1.0750,64.3509
P,theta=1 s,1.0875,64.3509
P,theta=1 s,1.1125,64.3509
P,theta=1 s,1.1250,64.3509
P,theta=1 s,1.1375,64.3509
P,theta=1 s,1.1750,64.3509
P,theta=1 s,1.1875,64.3770
P,theta=1 s,1.2000,64.3770
P,theta=1 s,1.2250,64.3509
P,theta=1 s,1.2375,64.3770
P,theta=1 s,1.2500,64.3770
P,theta=1 s,1.2625,64.3509
P,theta=1 s,1.2875,64.3509
P,theta=1 s,1.3000,64.3509
P,theta=1 s,1.3125,64.3509
P,theta=1 s,1.3500,64.3509
P,theta=1 s,1.3625,64.3509
P,theta=1 s,1.3750,64.3509
P,theta=1 s,1.4125,64.3509
P,theta=1 s,1.4250,64.3509
P,theta=1 s,1.4375,64.3509
P,theta=1 s,1.4625,64.3509
P,theta=1 s,1.4750,64.3509
P,theta=1 s,1.4875,64.3509
P,theta=1 s,1.5000,64.3509
P,theta=1 s,1.5250,64.3509
P,theta=1 s,1.5375,64.3509
P,theta=1 s,1.5500,64.3509
P,theta=1 s,1.5875,64.3509
P,theta=1 s,1.6000,64.3509
P,theta=1 s,1.6125,64.3509
P,theta=1 s,1.6375,64.3509
P,theta=1 s,1.6500,64.3770
P,theta=1 s,1.6625,64.3770
P,theta=1 s,1.6750,64.3509
P,theta=1 s,1.7000,64.3509
P,theta=1 s,1.7125,64.3770
P,theta=1 s,1.7250,64.3770
P,theta=1 s,1.7625,64.3770
P,theta=1 s,1.7750,64.3509
P,theta=1 s,1.7875,64.3509
P,theta=1 s,1.8250,64.3509
P,theta=1 s,1.8375,64.3509
P,theta=1 s,1.8875,64.3509
P,theta=1 s,1.9000,64.3509
P,theta=1 s,1.9125,64.3509
P,theta=1 s,1.9375,64.3509
P,theta=1 s,1.9500,64.3509
P,theta=1 s,1.9625,64.3509
P,theta=1 s,2.0000,64.3509
P,theta=1 s,2.0125,64.3509
P,theta=1 s,2.0250,64.3509
P,theta=1 s,2.0500,64.3509
P,theta=1 s,2.0625,64.3509
P,theta=1 s,2.0750,64.3509
P,theta=1 s,2.0875,64.3509
P,theta=1 s,2.1125,64.3509
P,theta=1 s,2.1250,64.3770
P,theta=1 s,2.1375,64.3770
P,theta=1 s,2.1750,64.3509
P,theta=1 s,2.1875,64.3509
P,theta=1 s,2.2000,64.3509
P,theta=1 s,2.2250,64.3249
P,theta=1 s,2.2375,64.3249
P,theta=1 s,2.2500,64.3249
P,theta=1 s,2.2625,64.3249
P,theta=1 s,2.2875,64.1949
P,theta=1 s,2.3000,64.2209
P,theta=1 s,2.3125,64.0129
P,theta=1 s,2.3250,63.9609
P,theta=1 s,2.3375,63.8049
P,theta=1 s,2.3500,63.6228
P,theta=1 s,2.3625,63.4668
P,theta=1 s,2.3750,63.2328
P,theta=1 s,2.3875,62.8687
P,theta=1 s,2.4000,62.6087
P,theta=1 s,2.4125,62.2706
P,theta=1 s,2.4250,61.8026
P,theta=1 s,2.4375,61.5425
P,theta=1 s,2.4500,61.1265
P,theta=1 s,2.4625,60.7884
P,theta=1 s,2.4750,60.3204
P,theta=1 s,2.4875,59.8523
P,theta=1 s,2.5000,59.5143
P,theta=1 s,2.5125,59.1762
P,theta=1 s,2.5250,58.7861
P,theta=1 s,2.5375,58.5261
P,theta=1 s,2.5500,57.9800
P,theta=1 s,2.5625,57.8760
P,theta=1 s,2.5750,57.4079
P,theta=1 s,2.5875,57.1999
P,theta=1 s,2.6000,56.7318
P,theta=1 s,2.6125,56.4978
P,theta=1 s,2.6250,56.1078
P,theta=1 s,2.6375,55.8737
P,theta=1 s,2.6500,55.5357
P,theta=1 s,2.6625,55.2496
P,theta=1 s,2.6750,55.0676
P,theta=1 s,2.6875,54.7556
P,theta=1 s,2.7000,54.5215
P,theta=1 s,2.7125,54.3135
P,theta=1 s,2.7250,54.0275
P,theta=1 s,2.7375,53.7934
P,theta=1 s,2.7500,53.4034
P,theta=1 s,2.7625,53.2213
P,theta=1 s,2.7750,52.9873
P,theta=1 s,2.7875,52.7533
P,theta=1 s,2.8000,52.5973
P,theta=1 s,2.8125,52.2072
P,theta=1 s,2.8250,52.1032
P,theta=1 s,2.8375,51.9212
P,theta=1 s,2.8500,51.6871
P,theta=1 s,2.8625,51.4531
P,theta=1 s,2.8750,51.3231
P,theta=1 s,2.8875,51.0890
P,theta=1 s,2.9000,50.8290
P,theta=1 s,2.9125,50.5950
P,theta=1 s,2.9250,50.4389
P,theta=1 s,2.9375,50.2569
P,theta=1 s,2.9500,50.0489
P,theta=1 s,2.9625,49.8929
P,theta=1 s,2.9750,49.6588
P,theta=1 s,2.9875,49.4248
P,theta=1 s,3.0000,49.2948
P,theta=1 s,3.0125,49.0867
P,theta=1 s,3.0250,48.8787
P,theta=1 s,3.0375,48.7747
P,theta=1 s,3.0500,48.5667
P,theta=1 s,3.0625,48.3846
P,theta=1 s,3.0750,48.2286
P,theta=1 s,3.0875,47.9426
P,theta=1 s,3.1000,47.8906
P,theta=1 s,3.1125,47.7606
P,theta=1 s,3.1250,47.4745
P,theta=1 s,3.1375,47.3965
P,theta=1 s,3.1500,47.2145
P,theta=1 s,3.1625,47.0845
P,theta=1 s,3.1750,46.9284
P,theta=1 s,3.1875,46.7464
P,theta=1 s,3.2000,46.6944
P,theta=1 s,3.2125,46.4864
P,theta=1 s,3.2250,46.3824
P,theta=1 s,3.2375,46.2783
P,theta=1 s,3.2500,46.0703
P,theta=1 s,3.2625,46.0703
P,theta=1 s,3.2750,45.8363
P,theta=1 s,3.2875,45.7843
P,theta=1 s,3.3000,45.6022
P,theta=1 s,3.3125,45.5762
P,theta=1 s,3.3250,45.3682
P,theta=1 s,3.3375,45.3942
P,theta=1 s,3.3500,45.1862
P,theta=1 s,3.3625,45.1862
P,theta=1 s,3.3750,45.1342
P,theta=1 s,3.3875,44.9261
P,theta=1 s,3.4000,44.9522
P,theta=1 s,3.4125,44.7701
P,theta=1 s,3.4250,44.7701
P,theta=1 s,3.4375,44.7441
P,theta=1 s,3.4500,44.5621
P,theta=1 s,3.4625,44.5881
P,theta=1 s,3.4750,44.5881
P,theta=1 s,3.5000,44.4321
P,theta=1 s,3.5125,44.4061
P,theta=1 s,3.5250,44.4321
P,theta=1 s,3.5500,44.3021
P,theta=1 s,3.5625,44.3021
P,theta=1 s,3.5750,44.3021
P,theta=1 s,3.6125,44.2501
P,theta=1 s,3.6250,44.2240
P,theta=1 s,3.6375,44.2501
P,theta=1 s,3.6750,44.1980
P,theta=1 s,3.6875,44.1720
P,theta=1 s,3.7250,44.1720
P,theta=1 s,3.7375,44.1720
P,theta=1 s,3.7500,44.1720
P,theta=1 s,3.7875,44.1460
P,theta=1 s,3.8000,44.1460
P,theta=1 s,3.8125,44.1980
P,theta=1 s,3.8500,44.1200
P,theta=1 s,3.8625,44.1200
P,theta=1 s,3.9000,44.1200
P,theta=1 s,3.9125,44.1200
P,theta=1 s,3.9250,44.1200
P,theta=1 s,3.9625,44.1200
P,theta=1 s,3.9750,44.1200
P,theta=1 s,3.9875,44.1200
P,theta=1 s,4.0250,44.0940
P,theta=1 s,4.0375,44.0940
P,theta=1 s,4.0750,44.0420
P,theta=1 s,4.0875,44.0940
P,theta=1 s,4.1000,44.0940
P,theta=1 s,4.1375,44.0940
P,theta=1 s,4.1500,44.0680
P,theta=1 s,4.1625,44.0680
P,theta=1 s,4.2000,44.0680
P,theta=1 s,4.2125,44.0680
P,theta=1 s,4.2625,44.0680
P,theta=1 s,4.2750,44.0680
P,theta=1 s,4.3125,44.0680
P,theta=1 s,4.3250,44.0680
P,theta=1 s,4.3375,44.0680
P,theta=1 s,4.3750,44.0680
P,theta=1 s,4.3875,44.0680
P,theta=1 s,4.4000,44.0680
P,theta=1 s,4.4375,44.0420
P,theta=1 s,4.4500,44.0420
P,theta=1 s,4.5000,44.0420
P,theta=1 s,4.5125,44.0420
P,theta=1 s,4.5500,44.0420
P,theta=1 s,4.5625,44.0420
P,theta=1 s,4.5750,44.0420
P,theta=1 s,4.6125,44.0160
P,theta=1 s,4.6250,44.0160
P,theta=1 s,4.6750,44.0160
P,theta=1 s,4.6875,44.0160
P,theta=1 s,4.7250,44.0160
P,theta=1 s,4.7375,44.0160
P,theta=1 s,4.7500,44.0160
P,theta=1 s,4.7875,44.0160
P,theta=1 s,4.8000,44.0160
P,theta=1 s,4.8125,44.0160
P,theta=1 s,4.8500,44.0160
P,theta=1 s,4.8625,44.0160
P,theta=1 s,4.9125,44.0160
P,theta=1 s,4.9250,44.0160
P,theta=1 s,4.9625,43.9900
P,theta=1 s,4.9750,43.9900
P,theta=1 s,4.9875,43.9900
P,theta=1 s,5.0250,43.9900
P,theta=1 s,5.0375,43.9900
P,theta=1 s,5.0875,43.9900
P,theta=1 s,5.1000,43.9640
P,theta=1 s,5.1375,43.9640
P,theta=1 s,5.1500,43.9640
P,theta=1 s,5.1625,43.9640
P,theta=1 s,5.2000,43.9640
P,theta=1 s,5.2125,43.9640
P,theta=1 s,5.2250,43.9640
P,theta=1 s,5.2625,43.9640
P,theta=1 s,5.2750,43.9640
P,theta=1 s,5.3250,43.9640
P,theta=1 s,5.3375,43.9640
P,theta=1 s,5.3750,43.9640
P,theta=1 s,5.3875,43.9640
P,theta=1 s,5.4000,43.9640
P,theta=1 s,5.4375,43.9640
P,theta=1 s,5.4500,43.9640
P,theta=1 s,5.5000,43.9640
P,theta=1 s,5.5125,43.9640
P,theta=1 s,5.5500,43.9380
P,theta=1 s,5.5625,43.9380
P,theta=1 s,5.5750,43.9380
P,theta=1 s,5.6125,43.9380
P,theta=1 s,5.6250,43.9380
P,theta=1 s,5.6375,43.9640
P,theta=1 s,5.6750,43.9380
P,theta=1 s,5.6875,43.9380
P,theta=1 s,5.7250,43.8860
P,theta=1 s,5.7375,43.9120
P,theta=1 s,5.7500,43.9120
P,theta=1 s,5.7875,43.9120
P,theta=1 s,5.8000,43.9120
P,theta=1 s,5.8125,43.9120
P,theta=1 s,5.8500,43.9120
P,theta=1 s,5.8625,43.9120
P,theta=1 s,5.9125,43.9120
P,theta=1 s,5.9250,43.9120
P,theta=1 s,5.9625,43.9120
P,theta=1 s,5.9750,43.9120
P,theta=1 s,5.9875,43.9120
P,theta=1 s,6.0250,43.9120
P,theta=1 s,6.0375,43.9120
P,theta=1 s,6.0875,43.9120
P,theta=1 s,6.1000,43.9120
P,theta=1 s,6.1500,43.9120
P,theta=1 s,6.1625,43.9120
P,theta=1 s,6.2000,43.8860
P,theta=1 s,6.2125,43.8860
P,theta=1 s,6.2250,43.8860
P,theta=1 s,6.2625,43.8860
P,theta=1 s,6.2750,43.8860
P,theta=1 s,6.3250,43.8860
P,theta=1 s,6.3375,43.8860
P,theta=1 s,6.3750,43.8600
P,theta=1 s,6.3875,43.8600
P,theta=1 s,6.4000,43.8600
P,theta=1 s,6.4375,43.8600
P,theta=1 s,6.4500,43.8600
P,theta=1 s,6.5000,43.8600
P,theta=1 s,6.5125,43.8600
P,theta=1 s,6.5625,43.8600
P,theta=1 s,6.5750,43.8600
P,theta=1 s,6.6125,43.8600
P,theta=1 s,6.6250,43.8600
P,theta=1 s,6.6375,43.8600
P,theta=1 s,6.6750,43.8600
P,theta=1 s,6.6875,43.8600
P,theta=1 s,6.7375,43.8600
P,theta=1 s,6.7500,43.8600
P,theta=1 s,6.7875,43.8600
P,theta=1 s,6.8000,43.8600
P,theta=1 s,6.8125,43.8600
P,theta=1 s,6.8500,43.8600
P,theta=1 s,6.8625,43.8600
P,theta=1 s,6.9125,43.8600
P,theta=1 s,6.9250,43.8600
P,theta=1 s,6.9625,43.8340
P,theta=1 s,6.9750,43.8340
P,theta=1 s,6.9875,43.8340
P,theta=1 s,7.0250,43.8340
P,theta=1 s,7.0375,43.8340
P,theta=1 s,7.0500,43.8340
P,theta=1 s,7.0875,43.8340
P,theta=1 s,7.1000,43.8340
P,theta=1 s,7.1500,43.8340
P,theta=1 s,7.1625,43.8340
P,theta=1 s,7.2000,43.8340
P,theta=1 s,7.2125,43.8340
P,theta=1 s,7.2250,43.8340
P,theta=1 s,7.2625,43.8340
P,theta=1 s,7.2750,43.8340
P,theta=1 s,7.3250,43.8080
P,theta=1 s,7.3375,43.8080
P,theta=1 s,7.3875,43.8080
P,theta=1 s,7.4000,43.8080
P,theta=1 s,7.4375,43.8340
P,theta=1 s,7.4500,43.8080
P,theta=1 s,7.4625,43.8080
P,theta=1 s,7.5000,43.8080
P,theta=1 s,7.5125,43.8080
P,theta=1 s,7.5625,43.8080
P,theta=1 s,7.5750,43.8080
P,theta=1 s,7.6125,43.8080
P,theta=1 s,7.6250,43.8080
P,theta=1 s,7.6375,43.8080
P,theta=1 s,7.6750,43.8080
P,theta=1 s,7.6875,43.8080
P,theta=1 s,7.7375,43.8080
P,theta=1 s,7.7500,43.8080
P,theta=1 s,7.8000,43.8080
P,theta=1 s,7.8125,43.8080
P,theta=1 s,7.8500,43.8080
P,theta=1 s,7.8625,43.8080
P,theta=1 s,7.8750,43.8080
P,theta=1 s,7.9125,43.8080
P,theta=1 s,7.9250,43.8080
P,theta=1 s,7.9750,43.8080
P,theta=1 s,7.9875,43.8080
P,theta=1 s,8.0250,43.8080
P,theta=1 s,8.0375,43.8080
P,theta=1 s,8.0500,43.8080
P,theta=1 s,8.0875,43.8080
P,theta=1 s,8.1000,43.8080
P,theta=1 s,8.1500,43.8080
P,theta=1 s,8.1625,43.8080
P,theta=1 s,8.2125,43.8080
P,theta=1 s,8.2250,43.8080
P,theta=1 s,8.2625,43.8080
P,theta=1 s,8.2750,43.8080
P,theta=1 s,8.2875,43.8080
P,theta=1 s,8.3250,43.8080
P,theta=1 s,8.3375,43.8080
P,theta=1 s,8.3875,43.8080
P,theta=1 s,8.4000,43.8080
P,theta=1 s,8.4375,43.8080
P,theta=1 s,8.4500,43.8080
P,theta=1 s,8.4625,43.8080
P,theta=1 s,8.5000,43.8080
P,theta=1 s,8.5125,43.8080
P,theta=1 s,8.5625,43.8080
P,theta=1 s,8.5750,43.8080
P,theta=1 s,8.6250,43.8080
P,theta=1 s,8.6375,43.8080
P,theta=1 s,8.6750,43.8340
P,theta=1 s,8.6875,43.8340
P,theta=1 s,8.7000,43.8340
P,theta=1 s,8.7375,43.8340
P,theta=1 s,8.7500,43.8340
P,theta=1 s,8.7625,43.8860
P,theta=1 s,8.7875,43.7820
P,theta=1 s,8.8000,43.8340
P,theta=1 s,8.8125,43.8340
P,theta=1 s,8.8250,43.8340
P,theta=1 s,8.8500,43.7300
P,theta=1 s,8.8625,43.7300
P,theta=1 s,8.8750,43.6260
P,theta=1 s,8.8875,43.5219
P,theta=1 s,8.9000,43.4699
P,theta=1 s,8.9125,43.1579
P,theta=1 s,8.9250,43.0279
P,theta=1 s,8.9375,42.5858
P,theta=1 s,8.9500,42.2738
P,theta=1 s,8.9625,41.5717
P,theta=1 s,8.9750,40.8956
